age,study_hours_per_day,uses_ai,ai_usage_time_minutes,ai_dependency_score,ai_generated_content_percentage,ai_prompts_per_week,ai_ethics_score,last_exam_score,assignment_scores_avg,attendance_percentage,concept_understanding_score,study_consistency_index,improvement_rate,sleep_hours,social_media_hours,tutoring_hours,class_participation_score,final_score,passed,ai_usage_hours,ai_study_ratio,score_gap,performance_encoded,ai_tools_used_ChatGPT,ai_tools_used_Claude,ai_tools_used_Copilot,ai_tools_used_Gemini,ai_usage_purpose_Coding,ai_usage_purpose_Doubt Solving,ai_usage_purpose_Exam Prep,ai_usage_purpose_Homework,ai_usage_purpose_Notes,grade_level,performance_category
16,4.7,1,2,1,56,51,10,62,54.6,46.0,2,8.6,9.2,8.1,5.8,3.4,3,53.1,1.0,0.03333333333333333,0.0070921985815602835,-8.899999999999999,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
20,1.0,0,75,9,10,33,4,40,50.9,73.9,5,1.5,38.3,8.9,5.3,1.5,6,36.0,1.0,1.25,1.25,-4.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0
16,3.2,1,122,10,17,44,4,31,36.0,62.4,8,8.7,38.8,5.1,1.1,0.8,9,46.7,1.0,2.033333333333333,0.6354166666666666,15.700000000000003,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
16,0.6,1,78,5,44,75,8,51,79.1,59.0,8,9.1,-14.8,7.7,5.3,0.2,5,57.6,1.0,1.3,0.4509803921568628,6.600000000000001,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
24,5.8,1,168,2,19,99,5,66,55.8,67.6,4,8.1,34.4,7.7,1.5,2.1,7,60.2,1.0,2.8,0.48275862068965514,-5.799999999999997,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
23,4.6,1,148,6,79,3,1,74,45.3,87.5,4,3.5,6.4,5.8,0.3,1.9,4,53.4,1.0,2.466666666666667,0.5362318840579711,-20.6,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1
18,1.4,0,31,1,90,12,2,84,40.3,50.2,3,2.0,7.5,4.7,0.7,3.8,10,50.6,1.0,0.5166666666666667,0.3690476190476191,-33.4,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1
18,2.4,1,11,7,86,58,10,87,93.3,47.1,6,5.5,1.6,5.6,3.1,2.5,2,71.8,1.0,0.18333333333333332,0.07638888888888888,-15.200000000000003,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
19,1.4,1,103,7,13,66,3,36,39.7,92.3,8,7.0,32.8,4.8,3.7,0.9,6,35.9,1.0,1.7166666666666666,1.2261904761904763,-0.10000000000000142,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
21,4.7,1,110,10,75,52,4,45,90.6,88.7,6,8.4,7.4,8.4,0.2,0.5,3,55.4,1.0,1.8333333333333333,0.39007092198581556,10.399999999999999,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
23,0.8,0,6,8,26,16,9,52,66.4,49.8,9,5.6,-19.7,8.1,4.2,0.4,9,60.4,1.0,0.1,0.125,8.399999999999999,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1
19,5.1,0,178,1,76,70,10,83,32.2,73.5,4,5.9,36.1,7.8,0.4,0.1,10,56.6,1.0,2.966666666666667,0.5816993464052288,-26.4,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1
14,5.7,1,172,2,79,44,10,29,97.1,72.6,2,9.4,38.4,7.8,3.9,0.4,2,46.7,1.0,2.8666666666666667,0.5029239766081871,17.700000000000003,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0
21,4.2,1,94,1,96,46,5,65,68.7,86.4,3,1.4,5.9,6.0,0.4,3.8,4,52.0,1.0,1.5666666666666667,0.373015873015873,-13.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1
21,1.7,1,64,8,87,77,6,92,52.2,59.8,8,3.9,6.2,8.5,1.8,3.9,4,85.9,1.0,1.0666666666666667,0.6274509803921569,-6.099999999999994,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,2
22,2.5,1,44,8,75,95,3,70,48.8,43.8,5,4.9,-18.9,8.1,5.3,1.8,3,49.8,1.0,0.7333333333333333,0.29333333333333333,-20.200000000000003,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
22,3.1,1,33,3,8,111,2,53,52.2,51.2,6,6.8,-7.9,8.5,5.8,0.2,3,56.6,1.0,0.55,0.1774193548387097,3.6000000000000014,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
15,3.8,1,138,10,12,112,2,33,45.0,52.7,10,1.9,-12.8,6.5,0.3,0.6,2,62.1,1.0,2.3,0.6052631578947368,29.1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
15,4.2,0,160,2,44,25,6,60,47.2,67.9,3,8.9,27.7,5.4,4.9,2.5,4,48.6,1.0,2.6666666666666665,0.6349206349206349,-11.399999999999999,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0
16,3.5,1,7,9,7,30,6,57,56.5,70.2,1,3.8,10.9,7.2,3.6,4.9,2,46.1,1.0,0.11666666666666667,0.03333333333333333,-10.899999999999999,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0
14,2.4,0,44,5,55,111,7,67,66.4,52.3,8,2.7,-2.6,7.4,5.6,0.6,3,66.0,1.0,0.7333333333333333,0.3055555555555555,-1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1
17,5.4,0,103,9,81,30,9,62,80.8,59.1,5,6.3,35.5,7.5,2.3,0.8,3,60.8,1.0,1.7166666666666666,0.3179012345679012,-1.2000000000000028,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
17,0.9,0,77,2,90,79,3,47,51.2,87.0,3,2.3,18.8,5.9,4.1,2.0,9,36.7,1.0,1.2833333333333334,1.425925925925926,-10.299999999999997,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0
22,3.1,1,161,6,96,59,7,60,39.5,42.6,3,4.0,36.2,6.6,0.5,3.1,5,49.5,1.0,2.683333333333333,0.8655913978494623,-10.5,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0
22,4.8,1,44,1,6,0,7,75,31.4,84.6,4,8.8,-4.7,4.6,1.8,2.0,10,56.6,1.0,0.7333333333333333,0.15277777777777776,-18.4,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
22,0.8,1,122,7,76,45,8,95,56.0,98.7,2,8.1,32.0,7.0,2.8,3.1,8,58.8,1.0,2.033333333333333,0.4509803921568628,-36.2,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
23,4.4,0,179,4,14,33,5,84,85.4,85.7,6,3.5,31.3,6.3,2.6,0.3,7,74.1,1.0,2.9833333333333334,0.678030303030303,-9.900000000000006,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
20,5.0,0,137,7,97,89,3,79,53.0,95.9,9,4.8,33.8,5.0,4.7,0.9,2,66.5,1.0,2.283333333333333,0.45666666666666667,-12.5,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
15,4.1,1,42,9,55,53,2,32,45.2,55.8,2,5.6,29.0,6.5,0.6,0.4,4,35.4,1.0,0.7,0.17073170731707318,3.3999999999999986,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,0
23,0.6,1,80,1,83,58,4,88,93.8,71.1,4,6.1,28.4,5.7,0.4,4.4,6,76.9,1.0,1.3333333333333333,0.4509803921568628,-11.099999999999994,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2
18,1.5,1,10,1,55,93,8,71,76.4,64.9,9,3.7,30.9,7.3,0.5,4.0,8,69.6,1.0,0.16666666666666666,0.1111111111111111,-1.4000000000000057,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1
17,2.4,0,163,7,36,40,5,62,98.3,56.4,3,5.8,33.8,8.0,0.0,1.3,3,58.5,1.0,2.716666666666667,1.1319444444444446,-3.5,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
24,1.8,1,145,10,63,50,1,59,69.3,42.4,8,8.0,5.4,6.0,1.8,3.8,7,62.6,1.0,2.4166666666666665,1.3425925925925926,3.6000000000000014,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1
21,5.8,1,4,2,16,4,3,61,67.9,85.6,6,7.2,-6.9,8.2,5.5,4.1,8,64.0,1.0,0.06666666666666667,0.011494252873563218,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1
15,4.1,1,30,8,92,87,5,56,98.0,83.5,2,9.6,-15.7,4.9,4.2,4.3,3,58.5,1.0,0.5,0.12195121951219513,2.5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1
19,2.1,1,15,4,20,9,6,42,72.7,74.0,8,3.1,-3.5,7.2,2.0,2.2,2,56.0,1.0,0.25,0.11904761904761904,14.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
18,5.6,1,8,7,77,37,2,86,66.0,98.4,3,7.1,31.8,6.1,1.2,4.8,3,59.3,1.0,0.13333333333333333,0.02380952380952381,-26.700000000000003,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1
15,4.6,1,1,10,92,34,8,88,46.7,92.0,10,9.5,39.8,5.9,4.4,4.5,8,67.0,1.0,0.016666666666666666,0.0036231884057971015,-21.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
24,2.1,1,36,2,85,65,7,98,56.8,73.8,1,1.9,5.4,5.1,4.2,3.5,4,60.3,1.0,0.6,0.2857142857142857,-37.7,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1
23,2.6,1,83,8,51,92,7,88,69.3,95.2,1,6.1,8.1,5.2,3.6,0.2,2,49.4,1.0,1.3833333333333333,0.532051282051282,-38.6,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,0
14,1.6,0,57,6,32,18,7,77,69.5,73.6,6,9.9,3.6,6.3,5.2,3.7,4,71.4,1.0,0.95,0.5937499999999999,-5.599999999999994,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
21,5.8,1,82,1,76,37,5,65,61.9,90.3,6,1.6,13.1,8.2,3.7,3.1,3,55.1,1.0,1.3666666666666667,0.235632183908046,-9.899999999999999,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
15,3.3,1,105,9,94,52,2,66,78.3,70.1,10,4.3,8.7,6.8,2.2,4.7,3,60.0,1.0,1.75,0.5303030303030303,-6.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1
20,5.4,0,135,2,11,119,8,36,41.0,88.4,9,1.8,21.0,6.9,4.4,2.3,3,50.3,1.0,2.25,0.41666666666666663,14.299999999999997,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
22,2.4,1,51,4,95,105,3,28,90.7,66.8,9,6.3,-3.5,7.6,1.4,2.9,7,56.0,1.0,0.85,0.3541666666666667,28.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1
22,5.2,1,74,9,45,49,3,87,81.6,74.3,10,8.7,4.2,5.5,3.7,2.8,5,73.4,1.0,1.2333333333333334,0.23717948717948717,-13.599999999999994,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
21,0.8,1,76,8,69,77,2,97,87.7,51.8,5,3.2,4.2,5.9,0.2,0.1,5,74.6,1.0,1.2666666666666666,1.5833333333333333,-22.400000000000006,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
24,5.9,1,68,8,74,91,2,49,32.5,77.1,1,2.8,-0.9,8.2,2.6,1.1,10,38.9,1.0,1.1333333333333333,0.19209039548022597,-10.100000000000001,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,0
23,5.5,1,124,4,86,33,2,80,84.8,87.9,4,5.8,27.9,4.3,0.5,0.9,1,62.7,1.0,2.066666666666667,0.3757575757575758,-17.299999999999997,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
22,2.5,1,179,1,70,3,6,84,81.8,90.3,4,4.2,12.4,6.6,5.8,1.8,3,68.3,1.0,2.9833333333333334,1.1933333333333334,-15.700000000000003,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
15,4.8,1,33,10,56,60,8,77,31.4,86.1,6,8.4,13.6,6.7,0.9,1.4,5,63.7,1.0,0.55,0.11458333333333334,-13.299999999999997,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1
19,4.6,1,175,4,19,110,3,46,61.6,40.7,10,2.2,-5.5,6.8,1.8,1.6,9,64.7,1.0,2.9166666666666665,0.6340579710144928,18.700000000000003,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1
17,5.5,1,96,3,67,88,6,85,51.3,96.0,1,9.2,5.4,7.8,1.6,0.4,8,59.8,1.0,1.6,0.29090909090909095,-25.200000000000003,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
17,2.2,1,151,3,84,116,3,64,47.9,43.5,3,8.3,0.7,6.3,1.9,0.8,2,49.0,1.0,2.5166666666666666,1.1439393939393938,-15.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0
18,3.1,1,12,1,43,118,9,59,41.0,82.6,1,1.1,34.5,8.2,2.7,2.5,1,35.8,1.0,0.2,0.06451612903225806,-23.200000000000003,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
16,5.3,0,49,9,29,118,1,80,47.7,89.3,3,3.5,-17.7,5.7,1.6,2.5,3,56.2,1.0,0.8166666666666667,0.1540880503144654,-23.799999999999997,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
14,4.8,1,90,3,24,69,7,60,83.3,86.0,10,9.2,-9.5,5.7,2.3,0.5,3,74.6,1.0,1.5,0.3125,14.599999999999994,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
21,2.7,0,3,4,30,91,8,93,93.5,86.3,4,8.7,19.6,8.8,1.6,3.0,5,74.0,1.0,0.05,0.018518518518518517,-19.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
18,5.2,1,63,1,1,101,9,61,54.6,53.4,8,5.4,16.3,5.6,5.9,4.9,10,59.2,1.0,1.05,0.20192307692307693,-1.7999999999999972,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
16,0.8,1,73,3,83,8,5,81,50.0,45.2,7,5.9,22.9,5.0,1.7,2.0,5,65.2,1.0,1.2166666666666666,1.520833333333333,-15.799999999999997,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1
23,4.8,1,166,1,53,51,6,99,50.5,68.4,4,1.7,-17.3,6.8,1.8,0.8,8,60.6,1.0,2.7666666666666666,0.576388888888889,-38.4,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
20,1.6,1,15,4,13,81,5,57,67.4,77.9,6,8.2,33.0,8.8,2.2,5.0,6,57.4,1.0,0.25,0.15625,0.3999999999999986,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
20,2.1,0,83,10,22,118,10,79,33.2,89.5,9,1.7,35.9,7.9,3.8,2.6,3,65.3,1.0,1.3833333333333333,0.6587301587301587,-13.700000000000003,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
14,3.2,0,137,7,68,30,5,68,70.2,61.1,3,6.8,26.9,6.2,5.8,1.2,9,48.5,1.0,2.283333333333333,0.7135416666666666,-19.5,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0
22,3.0,1,108,10,51,85,7,37,94.4,89.4,8,2.0,-9.5,6.5,3.5,4.4,3,57.0,1.0,1.8,0.6,20.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
15,3.4,1,61,8,82,67,4,24,64.5,70.1,7,4.9,27.3,9.0,5.9,0.6,5,44.6,1.0,1.0166666666666666,0.29901960784313725,20.6,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0
18,3.5,0,160,8,49,32,6,30,57.9,87.2,3,4.2,-1.0,7.6,2.1,0.9,3,46.2,1.0,2.6666666666666665,0.7619047619047619,16.200000000000003,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0
18,2.3,0,169,1,70,99,4,23,32.8,53.6,3,4.7,-10.9,4.5,5.5,3.8,4,22.3,1.0,2.816666666666667,1.2246376811594204,-0.6999999999999993,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
21,1.5,1,43,6,84,117,2,80,68.3,85.9,3,6.2,-15.1,7.0,2.3,4.6,6,57.7,1.0,0.7166666666666667,0.4777777777777778,-22.299999999999997,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,1
21,4.7,0,173,8,32,58,2,94,39.5,52.8,1,2.3,-17.2,8.7,3.8,2.2,1,53.4,1.0,2.8833333333333333,0.6134751773049645,-40.6,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
20,2.7,1,85,10,83,34,4,31,62.3,44.9,8,3.0,30.5,5.0,0.3,0.4,3,60.2,1.0,1.4166666666666667,0.5246913580246914,29.200000000000003,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
20,3.3,1,80,10,8,12,5,68,51.6,87.2,6,1.9,30.6,7.9,0.0,3.1,10,61.6,1.0,1.3333333333333333,0.40404040404040403,-6.399999999999999,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1
24,4.0,1,121,8,94,78,1,47,48.3,86.9,3,6.9,-18.0,6.1,1.4,3.8,10,39.3,1.0,2.0166666666666666,0.5041666666666667,-7.700000000000003,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0
19,5.5,0,103,9,7,60,3,53,97.0,46.6,1,1.5,22.9,4.7,0.2,2.6,7,57.4,1.0,1.7166666666666666,0.3121212121212121,4.399999999999999,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1
19,4.4,0,158,8,74,96,5,75,85.1,65.5,9,6.9,-4.8,8.2,2.5,2.0,10,72.2,1.0,2.6333333333333333,0.5984848484848484,-2.799999999999997,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
24,0.8,1,132,5,6,91,8,84,38.4,41.9,1,9.8,-6.6,7.2,2.7,3.4,3,49.4,1.0,2.2,0.4509803921568628,-34.6,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0
22,5.1,1,119,1,20,47,4,25,52.1,83.3,2,9.0,13.7,4.1,5.7,2.4,10,36.3,1.0,1.9833333333333334,0.38888888888888895,11.299999999999997,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0
19,5.9,0,145,9,91,97,6,52,79.2,86.7,3,3.9,7.5,8.2,1.0,3.9,3,57.7,1.0,2.4166666666666665,0.40960451977401124,5.700000000000003,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
15,3.1,0,133,10,52,37,4,66,87.6,80.3,7,2.9,-8.7,6.7,2.7,0.0,3,69.4,1.0,2.216666666666667,0.7150537634408602,3.4000000000000057,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1
15,5.8,0,105,10,14,64,5,43,66.9,71.6,1,9.6,-19.7,7.1,1.8,3.0,6,56.8,1.0,1.75,0.3017241379310345,13.799999999999997,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
18,3.5,1,177,10,71,53,7,53,93.0,48.2,2,5.0,-0.6,6.8,0.4,4.2,10,53.8,1.0,2.95,0.8428571428571429,0.7999999999999972,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,1
17,3.0,1,126,10,51,30,8,91,55.3,99.2,2,4.2,4.3,6.0,0.6,3.4,1,59.5,1.0,2.1,0.7000000000000001,-31.5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1
24,2.3,0,27,5,75,48,10,35,35.3,55.4,1,2.1,8.5,4.7,5.3,2.8,3,26.6,1.0,0.45,0.1956521739130435,-8.399999999999999,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0
15,4.1,1,106,7,68,80,10,99,95.9,90.3,1,2.5,4.5,7.6,2.4,1.1,5,67.7,1.0,1.7666666666666666,0.43089430894308944,-31.299999999999997,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,1
16,1.8,1,23,7,71,21,8,35,59.0,44.6,7,7.7,2.8,7.4,4.6,2.8,7,46.9,1.0,0.38333333333333336,0.21296296296296297,11.899999999999999,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0
20,1.1,1,27,4,36,95,7,33,31.6,51.5,10,2.8,37.8,8.3,2.7,4.1,8,49.7,1.0,0.45,0.40909090909090906,16.700000000000003,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0
21,0.6,1,145,8,77,28,4,78,80.3,81.2,9,2.6,35.2,7.1,5.5,4.3,6,69.9,1.0,2.4166666666666665,0.4509803921568628,-8.099999999999994,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1
19,2.1,1,3,10,3,64,4,81,47.6,42.5,8,3.9,3.5,4.2,4.2,3.2,10,75.4,1.0,0.05,0.023809523809523808,-5.599999999999994,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2
24,2.7,1,103,9,90,47,2,85,36.4,40.4,9,9.2,36.5,6.1,2.0,4.9,8,69.4,1.0,1.7166666666666666,0.6358024691358024,-15.599999999999994,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
18,3.5,1,176,4,78,91,9,38,89.1,76.9,9,6.3,-14.8,4.5,5.2,0.6,5,66.7,1.0,2.933333333333333,0.838095238095238,28.700000000000003,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
14,2.1,1,127,2,83,104,6,80,47.0,80.4,4,8.0,-19.2,7.0,0.5,3.4,1,58.8,1.0,2.1166666666666667,1.007936507936508,-21.200000000000003,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
21,5.9,1,127,10,60,65,3,85,68.0,82.6,1,7.5,-0.1,5.0,0.5,0.2,9,56.2,1.0,2.1166666666666667,0.3587570621468926,-28.799999999999997,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1
16,2.1,1,105,4,21,24,3,45,72.9,91.8,1,9.5,-8.9,8.7,3.3,4.3,9,46.1,1.0,1.75,0.8333333333333333,1.1000000000000014,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
19,2.9,0,159,2,48,20,1,68,96.2,59.0,3,7.2,22.3,4.8,4.4,3.9,3,71.0,1.0,2.65,0.9137931034482759,3.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
16,1.1,1,95,1,35,100,2,38,57.8,45.2,3,2.1,17.6,8.2,3.6,4.1,3,42.4,1.0,1.5833333333333333,1.4393939393939392,4.399999999999999,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,0
20,1.9,0,126,1,93,25,5,68,65.1,63.9,3,2.8,38.5,7.0,4.0,1.8,9,47.3,1.0,2.1,1.105263157894737,-20.700000000000003,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
20,0.8,1,92,4,96,103,9,49,51.1,55.3,10,7.3,25.2,5.5,1.6,1.1,6,56.4,1.0,1.5333333333333334,0.4509803921568628,7.399999999999999,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1
22,3.6,0,65,9,62,0,3,95,62.6,97.5,1,2.9,3.7,8.0,5.3,1.1,9,60.6,1.0,1.0833333333333333,0.3009259259259259,-34.4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
18,4.6,1,57,9,91,31,7,76,30.5,52.0,5,8.4,-3.9,8.8,5.8,4.5,9,42.7,1.0,0.95,0.20652173913043478,-33.3,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0
21,1.6,1,10,7,37,72,6,55,90.1,82.0,10,8.9,-16.7,4.7,2.3,2.6,7,75.1,1.0,0.16666666666666666,0.10416666666666666,20.099999999999994,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2
23,2.5,1,110,5,39,45,3,59,34.6,95.3,2,4.7,-4.1,8.2,2.5,1.0,9,41.5,1.0,1.8333333333333333,0.7333333333333333,-17.5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0
23,0.6,1,103,6,63,112,4,47,47.2,80.2,2,4.4,-9.1,8.1,2.7,0.4,4,37.8,1.0,1.7166666666666666,0.4509803921568628,-9.200000000000003,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
21,5.1,1,64,1,67,4,5,65,80.3,44.0,5,2.1,30.3,7.8,1.2,2.1,3,53.7,1.0,1.0666666666666667,0.20915032679738563,-11.299999999999997,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1
14,4.8,0,127,3,55,39,2,92,74.9,95.6,10,9.4,-0.4,5.4,0.8,0.7,2,87.3,1.0,2.1166666666666667,0.44097222222222227,-4.700000000000003,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2
18,0.8,0,16,1,13,16,8,51,82.6,48.9,8,5.4,21.0,7.9,4.7,1.8,3,61.1,1.0,0.26666666666666666,0.3333333333333333,10.100000000000001,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
16,2.5,0,113,10,1,52,7,77,65.4,52.0,10,7.4,18.9,4.4,3.6,0.7,9,87.2,1.0,1.8833333333333333,0.7533333333333333,10.200000000000003,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2
14,5.8,1,79,5,100,92,9,95,95.0,83.7,3,2.4,-16.4,4.5,0.9,2.7,3,76.8,1.0,1.3166666666666667,0.22701149425287356,-18.200000000000003,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2
17,2.7,1,65,4,62,107,8,45,96.1,69.6,1,5.9,-18.6,5.5,3.0,0.3,5,57.5,1.0,1.0833333333333333,0.4012345679012345,12.5,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
